,_del_t,_dir_mu,_dir_sigma,_len_mu_norm,_len_sigma_norm,_significance
2015-09-16 07:06:42.370,12.4,-57.8009051355,11.9307360556,1.13482982882,0.145130292062,0.850607576841
2015-09-16 07:06:54.770,3.85,-77.8157104067,27.5293560166,0.944206993301,0.279017268837,0.544257498171
2015-09-16 07:06:58.620,3.86,-57.0509799735,13.6892979961,0.843768045692,0.250220391417,0.539665211063
2015-09-16 07:07:02.480,3.85,-51.9525544328,19.9618595941,0.789137320085,0.303965048356,0.33126142596
2015-09-16 07:07:06.330,4.02,-69.4908686715,22.9726115177,0.690805259629,0.186457147646,0.515151515152
2015-09-16 07:07:10.350,4.02,-58.645795014,23.3043454696,0.777339638762,0.189860913884,0.607551487414
2015-09-16 07:07:14.370,4.03,-61.3831617248,20.6260053955,0.80149641108,0.221883525919,0.788020225593
2015-09-16 07:07:18.400,3.93,-63.5786901624,10.5956209039,0.787994576471,0.13680373136,0.483795392425
2015-09-16 07:07:22.330,4.02,-58.0506459705,22.047811236,0.829208786808,0.191035718467,0.825145067698
2015-09-16 07:07:26.350,4.03,-55.2631938353,21.3701927321,0.9707860852,0.181970895076,0.893801965231
2015-09-16 07:07:30.380,5.94,-54.841713212,14.8357286762,0.986709899774,0.20257643979,0.79127399651
2015-09-16 07:07:36.320,4.03,-61.2607940753,19.7125077679,0.943773496831,0.333728506311,0.630916914929
2015-09-16 07:07:40.350,4.02,-47.0400379439,25.119480428,1.01277662154,0.289922033376,0.764076753696
2015-09-16 07:07:44.370,4.02,-51.4271317846,25.1986621393,0.932233369173,0.26905509963,0.830124223602
2015-09-16 07:07:48.390,3.94,-53.6282025157,22.5198571129,0.88041585109,0.292150260228,0.69400921659
2015-09-16 07:07:52.330,4.02,-55.1449193108,27.0304551339,0.816280153853,0.231723524445,0.663109756098
2015-09-16 07:07:56.350,4.02,-48.8255147565,22.4977561743,0.831463680932,0.295818563718,0.684529215864
2015-09-16 07:08:00.370,4.02,-65.868866392,11.3362444404,0.860658569716,0.292118064207,0.234356197353
2015-09-16 07:08:04.390,3.94,-53.0572856903,16.7893538347,0.847256546698,0.228559063171,0.576703692585
2015-09-16 07:08:08.330,4.02,-66.1303517368,16.2247999272,0.795463365109,0.239143843081,0.417756156887
2015-09-16 07:08:12.350,5.61,-58.5713664944,24.4211326873,0.805603629128,0.193452473843,0.778540237056
2015-09-16 07:08:17.960,3.85,-57.2625789262,13.4982535216,0.836788090793,0.263231048336,0.521262458472
2015-09-16 07:08:21.810,3.94,-62.2459887462,24.0860802193,0.729581728805,0.196214330378,0.55723616363
