,_dir_mu,_dir_sigma,_len_mu_norm,_len_sigma_norm,_del_t,_pyrlevel,_significance,_fit_success
2015-09-16 07:06:42.370,-57.800897778329016,9.12983495796387,1.131587705327216,0.14695303505117313,12.4,1,0.9699785561115082,1
2015-09-16 07:06:54.770,-78.3848722825809,19.669414141890623,0.9272123225611598,0.356643658571441,3.85,1,0.6762984637893197,1
2015-09-16 07:06:58.620,-59.79653966468655,14.43279251554532,0.7852664260801193,0.28738365815224065,3.86,1,0.7481804949053857,1
2015-09-16 07:07:02.480,-57.8171585137324,19.933099360843748,0.6356722842126391,0.2936650507087058,3.85,1,0.6387568555758684,1
2015-09-16 07:07:06.330,-70.12753218650215,17.657675259841767,0.6473655817299048,0.21036336384227267,4.02,1,0.6747967479674797,1
2015-09-16 07:07:10.350,-58.06276997636579,16.917159985864803,0.732094338372273,0.23311899151706178,4.02,1,0.7730739893211289,1
2015-09-16 07:07:14.370,-61.29846668109737,15.275897167494957,0.79844297696706,0.24382956811349948,4.03,1,0.9369894982497082,1
2015-09-16 07:07:18.400,-58.03220749644595,12.607919277226133,0.7716231578024172,0.17863775371815369,3.93,1,0.8836392034361578,1
2015-09-16 07:07:22.330,-58.112288459939826,15.787530094595041,0.8087210012595785,0.20964335557991826,4.02,1,0.9137330754352031,1
2015-09-16 07:07:26.350,-55.24673611561649,12.675545678242665,0.967365065763766,0.19528869866130236,4.03,1,0.9455782312925171,1
2015-09-16 07:07:30.380,-54.85152975820196,12.68830924709705,0.965914532593513,0.21179108589776707,5.94,1,0.9448516579406632,1
2015-09-16 07:07:36.320,-52.23474373242566,21.660701986285876,0.9241428721210638,0.32878901826660906,4.03,1,0.9400860642171467,1
2015-09-16 07:07:40.350,-46.850817168873384,18.262204711760784,0.958583971476866,0.33080180807307386,4.02,1,0.9147530670022019,1
2015-09-16 07:07:44.370,-51.52030435563452,18.5038598644238,0.9236551517125542,0.3010732030362768,4.02,1,0.9677018633540373,1
2015-09-16 07:07:48.390,-54.69603938584824,18.28454947095475,0.8314835933761922,0.31859026481047836,3.94,1,0.8669738863287251,1
2015-09-16 07:07:52.330,-55.25098062810979,20.012923060454913,0.7548386394676273,0.27054191148866374,4.02,1,0.8362804878048781,1
2015-09-16 07:07:56.350,-48.08226949599693,16.713922382054783,0.7719219059307608,0.32105944994260105,4.02,1,0.8910081743869209,1
2015-09-16 07:08:00.370,-54.411920751733376,23.065748907581256,0.7484638392715358,0.32734934564418516,4.02,1,0.8011432009626955,1
2015-09-16 07:08:04.390,-53.60633537356737,14.89582368750298,0.8119589939549353,0.25937892696844345,3.94,1,0.7832482737916542,1
2015-09-16 07:08:08.330,-69.25995269825427,25.196887434408584,0.7401613672241569,0.3002625374246565,4.02,1,0.897841289145637,1
2015-09-16 07:08:12.350,-58.394896839094685,20.649118892935018,0.8029634654714816,0.2154940628061806,5.61,1,0.9441671865252651,1
2015-09-16 07:08:17.960,-56.97339313558665,11.856990270663793,0.7594704146428285,0.3143154688425745,3.85,1,0.7514950166112957,1
2015-09-16 07:08:21.810,-63.93803022787609,21.290836564425636,0.6616646606311163,0.2281043836677269,3.94,1,0.8002750085940186,1
2015-09-16 07:08:25.750,-63.057787435341865,17.039203225678822,0.774949815083888,0.2472223021962783,3.86,1,0.7925795053003534,1
2015-09-16 07:08:29.610,-59.136945972327986,21.085894582837636,0.6034184419991437,0.20335554699089506,3.93,1,0.8698309960445882,1
2015-09-16 07:08:33.540,-57.98331301698454,18.76440057394689,0.6179113618429576,0.23156027741465568,3.94,1,0.7952029520295203,1
2015-09-16 07:08:37.480,-57.019796733411994,15.31599744334276,0.6940843532894698,0.23865786268456576,3.85,1,0.858094864758918,1
2015-09-16 07:08:41.330,-57.19616218788565,15.041644764508273,0.7533871550227751,0.2425849162369804,4.03,1,0.8227114716106605,1
2015-09-16 07:08:45.360,-54.13112717964297,17.190785707417035,0.7145189772369918,0.250102961834191,4.02,1,0.9401904761904762,1
2015-09-16 07:08:49.380,,180.0,,,3.93,1,0.0,1
2015-09-16 07:08:53.310,-58.797379659052595,18.157743202907927,0.9249928016124389,0.15911826586590533,6.04,1,0.9645444147922226,1
2015-09-16 07:08:59.350,-57.003447934182006,17.15411613686565,0.9213354786104535,0.24034282865269846,4.02,1,0.8709923664122138,1
2015-09-16 07:09:03.370,,180.0,,,4.02,1,0.0,1
2015-09-16 07:09:07.390,-49.41822220786083,20.27150753107069,0.9027972783237931,0.3206315664326879,3.94,1,0.8422939068100358,1
2015-09-16 07:09:11.330,-47.98269702292546,22.3004173736117,0.8350947261952618,0.28576807721030734,4.02,1,0.8525925925925926,1
2015-09-16 07:09:15.350,-42.94587045535602,14.000470490667722,0.8296873701990973,0.28219258613154147,4.02,1,0.8138920347300869,1
2015-09-16 07:09:19.370,-59.82270005725874,13.4656613342358,0.7468123861566485,0.2627375611031487,4.02,1,0.7038461538461539,1
2015-09-16 07:09:23.390,-54.7709438781897,13.80542120137226,0.871373437797521,0.25819563032232895,3.94,1,0.8472868217054264,1
2015-09-16 07:09:27.330,-50.47845933284548,15.822157391730295,0.7679625130163139,0.2836839819208179,4.02,1,0.7981438515081206,1
2015-09-16 07:09:31.350,-58.604273802011015,18.274161518622385,0.7618851424090589,0.2517643212238172,4.02,1,0.8608662322729015,1
2015-09-16 07:09:35.370,-61.028730364408084,17.607051518429973,0.8833402512200331,0.17899887854445753,5.61,1,0.9858841010401189,1
2015-09-16 07:09:40.980,-71.73074389981157,20.81932922007608,0.7667561188528565,0.33796635206128856,3.94,1,0.8741648106904232,1
2015-09-16 07:09:44.920,-60.60273685402149,25.561182787892267,0.8872684692356824,0.30351649386849544,3.85,1,0.9309423884013736,1
2015-09-16 07:09:48.770,-55.020929151182656,15.283622443757462,0.8067407038802323,0.30487821480310945,3.86,1,0.8798558269923908,1
2015-09-16 07:09:52.630,-61.619989541307305,11.778601928491813,0.9317558532218218,0.3758260549763274,3.85,1,0.9420468557336621,1
2015-09-16 07:09:56.480,-62.745936457241974,13.265918604544018,0.7913248860589298,0.21179299186620745,3.86,1,0.8516806722689075,1
2015-09-16 07:10:00.340,-54.312793320290595,16.403278604580798,0.8922679495235458,0.2794273254550737,4.02,1,0.9542116630669546,1
2015-09-16 07:10:04.360,-61.23404146614227,13.83761253226729,0.9749799550794577,0.3447930300777471,4.02,1,0.8872113676731794,1
2015-09-16 07:10:08.380,-51.84665772347846,17.113494563493703,0.9538299391425562,0.29679093892396635,4.02,1,0.9580969009166302,1
2015-09-16 07:10:12.400,-59.42684290928007,14.169944174123826,0.7446442398692248,0.22023894299311625,3.94,1,0.7905314872711031,1
2015-09-16 07:10:16.340,-57.71261255483434,10.866330465217112,0.8617726861621947,0.2103328286510488,6.2,1,0.8720456397718012,1
2015-09-16 07:10:22.540,-53.40892443671632,13.701293648279364,0.7923018390431161,0.2563752947059068,3.85,1,0.6073570571771292,1
2015-09-16 07:10:26.390,-54.02665875454898,13.938303823147825,0.8584157535776833,0.2638575350944723,3.94,1,0.8496180136710897,1
2015-09-16 07:10:30.330,-57.31646930346271,14.497507159653626,0.800567334224785,0.2879118852574598,4.02,1,0.7378677875429882,1
2015-09-16 07:10:34.350,-58.03468267902796,15.118402845858384,0.7629950946351735,0.23707933523662306,4.02,1,0.5880809595202399,1
2015-09-16 07:10:38.370,-55.79457982933619,10.91268488521977,0.715050738371634,0.236500794132985,4.02,1,0.74090407938258,1
2015-09-16 07:10:42.390,-56.23056500793873,16.545634994171657,0.7532281205164993,0.2590673142131328,3.94,1,0.7285714285714285,1
2015-09-16 07:10:46.330,-60.78623342612499,15.487740867851166,0.7134771148455874,0.2219394938863429,4.02,1,0.8151950718685832,1
2015-09-16 07:10:50.350,-66.37449382803172,15.95392798536439,0.6295878172985759,0.21302095223932602,4.02,1,0.6827632461435278,1
2015-09-16 07:10:54.370,-52.144472901381434,21.936826324945105,0.6674003255611345,0.20434751543150334,4.02,1,0.7197346600331676,1
2015-09-16 07:10:58.390,-57.96333305362854,11.857260409593788,0.8192090395480226,0.18665995458467827,5.95,1,0.9242819843342036,1
2015-09-16 07:11:04.340,-61.838430064805216,14.697395431677247,0.8057803818655026,0.24848695433890214,4.03,1,0.9176809737347854,1
2015-09-16 07:11:08.370,-66.01916033897324,17.611620506213946,0.7547631337284386,0.2528656845459833,4.01,1,0.7691815856777494,1
2015-09-16 07:11:12.380,-65.47966729522452,15.79941578903871,0.8236772302108054,0.2865974626185094,4.03,1,0.7219128725843432,1
2015-09-16 07:11:16.410,-66.72984994276865,12.65361431608063,0.813779493407356,0.23750786476907915,3.93,1,0.9214659685863874,1
2015-09-16 07:11:20.340,-67.09498421772699,19.223372938655732,0.9235396332642888,0.3152318356814906,4.02,1,0.9142204827136334,1
2015-09-16 07:11:24.360,-61.853576462831995,10.129532558008657,1.003003787384093,0.33328458025792984,4.03,1,0.9166934705693149,1
2015-09-16 07:11:28.390,-62.327884356723295,18.847954783497272,0.8042457037521555,0.3756909426993505,4.02,1,0.7812013694366635,1
2015-09-16 07:11:32.410,-61.90338895799075,17.202432565639715,0.8204836399671273,0.3267033787601508,3.94,1,0.8354009077155824,1
2015-09-16 07:11:36.350,-66.93153287475744,18.633102808927916,0.9251322685404365,0.320455329487197,4.02,1,0.9045605557233464,1
2015-09-16 07:11:40.370,-61.622121855044774,16.10597152430521,0.8118044760283267,0.19988113157919823,5.53,1,0.9441717791411043,1
2015-09-16 07:11:45.900,-60.89538877131623,17.01106292909445,0.7532242940803252,0.3001691329319141,3.85,1,0.7275872916011324,1
2015-09-16 07:11:49.750,-68.66750114745925,16.026383952125244,0.8604987245763945,0.3180471597006008,3.85,1,0.8496192893401016,1
2015-09-16 07:11:53.600,-66.84696403571223,18.344168627514595,0.7205432990254691,0.2585859132135782,3.86,1,0.8337000943099654,1
2015-09-16 07:11:57.460,-65.43585103407972,13.365741572951947,0.7830052760081003,0.2492330575458481,3.93,1,0.7241159604969736,1
