,_frac_optflow_ok,_frac_optflow_ok_ica,_phi,_phi_err,_velo_eff,_velo_eff_err
2015-09-16 07:06:42.370,0.888157894737,0.961909920466,2665.74279754,417.496393152,4.5154619357,0.626714787802
2015-09-16 07:06:54.770,0.540880503145,0.527383378637,2002.07920174,458.13236406,3.69625750549,0.783770773323
2015-09-16 07:06:58.620,0.554140127389,0.513220486178,1824.40434613,268.672292473,3.16787707924,0.439711967804
2015-09-16 07:07:02.480,0.44375,0.405419992278,1429.36553845,297.372416187,2.49180347486,0.485558237925
2015-09-16 07:07:06.330,0.518518518519,0.527615334467,1434.26624573,294.071533219,2.43447987685,0.485563519044
2015-09-16 07:07:10.350,0.460122699387,0.500948833356,1589.56060265,268.022510451,2.82816047535,0.456270621229
2015-09-16 07:07:14.370,0.903225806452,0.936862120751,1615.588632,255.670730705,2.95559539078,0.444940055086
2015-09-16 07:07:18.400,0.69512195122,0.822939156839,1676.69840413,250.721843058,3.06741933205,0.407796055597
2015-09-16 07:07:22.330,0.772151898734,0.774960477224,1649.13709109,265.380834366,3.22944136814,0.480540760572
2015-09-16 07:07:26.350,0.846153846154,0.871719100338,1918.90832274,290.207410915,3.79683194947,0.53732675299
2015-09-16 07:07:30.380,0.798816568047,0.749388886003,1860.71444212,278.979545668,3.92301008859,0.542737308802
2015-09-16 07:07:36.320,0.810344827586,0.780933326864,2199.26761127,415.368792288,3.78801101806,0.648047872016
2015-09-16 07:07:40.350,0.748538011696,0.739272865137,2343.77506082,412.162415921,3.75083570937,0.630363299839
2015-09-16 07:07:44.370,0.885714285714,0.916110614747,2401.3077103,382.539147924,3.78959709879,0.588342640877
2015-09-16 07:07:48.390,0.707182320442,0.652059642209,2287.48304321,384.592326903,3.44788244471,0.551411380048
2015-09-16 07:07:52.330,0.645714285714,0.581091823285,1969.54567216,378.912251772,3.08864439447,0.541243748921
2015-09-16 07:07:56.350,0.708571428571,0.652500674062,1911.23094723,328.7110046,3.14672775834,0.500035784548
2015-09-16 07:08:00.370,0.622222222222,0.61679050018,1864.90935967,404.203262526,2.91215588684,0.608037988935
2015-09-16 07:08:04.390,0.685082872928,0.734099734943,2257.02240679,334.379158673,3.3557837143,0.477353140868
2015-09-16 07:08:08.330,0.792349726776,0.764139164395,1863.4136281,351.418837112,2.9098384678,0.516809757019
2015-09-16 07:08:12.350,0.870786516854,0.845830850637,1895.26015136,333.168518328,3.19664243419,0.517972504332
2015-09-16 07:08:17.960,0.593939393939,0.595016076194,1683.14705362,223.366664863,3.05746858549,0.373609511676
2015-09-16 07:08:21.810,0.666666666667,0.641623904815,1384.86522863,284.403189639,2.59863471813,0.502868577578
2015-09-16 07:08:25.750,0.657142857143,0.673021195536,1700.1236491,289.085065701,3.10362490521,0.500399805436
2015-09-16 07:08:29.610,0.585227272727,0.588579266617,1356.55996593,269.474133488,2.44633116072,0.468481974013
2015-09-16 07:08:33.540,0.71270718232,0.722281086398,1284.42134531,232.054896328,2.4856921387,0.408825026331
2015-09-16 07:08:37.480,0.69696969697,0.642886181696,1339.45638892,211.998308242,2.88160596035,0.414998708705
2015-09-16 07:08:41.330,0.699421965318,0.791069967802,1430.04674479,223.877694355,2.91512141786,0.424208855212
2015-09-16 07:08:45.360,0.693181818182,0.758530057225,1445.06264051,235.260695365,2.82114016003,0.442260172182
2015-09-16 07:08:49.380,0.559748427673,0.626970611468,1466.00968336,158.595688494,3.15164862929,0.264619554723
2015-09-16 07:08:53.310,0.781818181818,0.857161361783,1709.30452548,285.042799591,3.61209525794,0.576785385004
2015-09-16 07:08:59.350,0.70253164557,0.765946437225,1730.10816822,282.529389133,3.64879517412,0.569032831361
2015-09-16 07:09:03.370,0.791411042945,0.847693547011,1848.80484298,255.146504,3.60871865033,0.428396968612
2015-09-16 07:09:07.390,0.704142011834,0.65684507266,2010.07079477,381.756616497,3.6301309474,0.646329753824
2015-09-16 07:09:11.330,0.567415730337,0.604861742082,1948.00692767,413.751946963,3.37407073809,0.717340343543
2015-09-16 07:09:15.350,0.650887573964,0.593661951253,1877.44519059,312.328241274,3.37210865402,0.520304043797
2015-09-16 07:09:19.370,0.560693641618,0.515576654736,1792.08222921,252.539246914,3.0924959196,0.40539298174
2015-09-16 07:09:23.390,0.765060240964,0.82087531121,1988.65052422,301.109077375,3.51510590766,0.493777853558
2015-09-16 07:09:27.330,0.752873563218,0.706803687873,1923.03017903,299.244213865,3.25993538646,0.485617402474
2015-09-16 07:09:31.350,0.765060240964,0.720088137545,1632.64093438,284.128480103,2.89946392618,0.470502910774
2015-09-16 07:09:35.370,0.817142857143,0.879795567304,1957.25053344,324.471299451,3.42557325508,0.538779262776
2015-09-16 07:09:40.980,0.77380952381,0.741709589493,1677.35070409,361.917031822,2.92545449097,0.569189683396
2015-09-16 07:09:44.920,0.728813559322,0.827938046957,2160.68332507,393.325029651,3.54825943882,0.711523750504
2015-09-16 07:09:48.770,0.704819277108,0.777883694248,1739.31270512,266.281892783,3.13088488601,0.459081413921
2015-09-16 07:09:52.630,0.664705882353,0.761297605073,2235.81124566,307.02902484,3.85563333364,0.502071517024
2015-09-16 07:09:56.480,0.632530120482,0.686784896457,1590.0682375,234.174026298,3.11429017931,0.431134906641
2015-09-16 07:10:00.340,0.674556213018,0.81206952294,1848.12809422,286.775589935,3.45090481851,0.529036040309
2015-09-16 07:10:04.360,0.662576687117,0.697543478061,1967.84084601,285.871366368,3.68003234128,0.525346240496
2015-09-16 07:10:08.380,0.75,0.852871339701,1992.78766631,310.593680951,3.77125753586,0.589026766388
