,_frac_optflow_ok,_frac_optflow_ok_ica,_phi,_phi_err,_velo_eff,_velo_eff_err
2015-09-16 07:06:42.370,,,2575.01642936,193.440002792,4.36571072198,0.224853086365
2015-09-16 07:06:54.770,,,1838.41889188,594.414005853,3.30702176221,1.05385346586
2015-09-16 07:06:58.620,,,1717.51217811,243.502891245,3.02434327779,0.395603626935
2015-09-16 07:07:02.480,,,1411.63252288,339.651334585,2.45247454916,0.574645599687
2015-09-16 07:07:06.330,,,1404.09424398,364.726038747,2.42215503955,0.615076561703
2015-09-16 07:07:10.350,,,1552.94582946,279.095457059,2.82398407869,0.48346155091
2015-09-16 07:07:14.370,,,1634.62088145,260.769951805,3.06826311356,0.459821394065
2015-09-16 07:07:18.400,,,1591.43984161,177.077366801,2.97623201583,0.288402987172
2015-09-16 07:07:22.330,,,1588.57058112,253.347270245,3.11901635384,0.467262643711
2015-09-16 07:07:26.350,,,1791.95504704,198.665095843,3.73347019077,0.360042442933
2015-09-16 07:07:30.380,,,1760.58256014,195.835627675,3.72727578641,0.361019796788
2015-09-16 07:07:36.320,,,2112.66565991,598.014696765,3.56077216065,0.988932347428
2015-09-16 07:07:40.350,,,2253.93787442,527.550084502,3.65587649034,0.832010870126
2015-09-16 07:07:44.370,,,2180.16652765,470.521491035,3.55671480764,0.742568374138
2015-09-16 07:07:48.390,,,2078.06095209,425.803934601,3.21047723,0.633994632327
2015-09-16 07:07:52.330,,,1899.72040659,457.262710036,2.91504834949,0.683314975803
2015-09-16 07:07:56.350,,,1814.21296457,362.821707016,2.953658026,0.568199495287
2015-09-16 07:08:00.370,,,1846.05658568,577.438414565,2.88994423643,0.890049726926
2015-09-16 07:08:04.390,,,2015.75389136,292.227785397,3.13373054187,0.420766377089
2015-09-16 07:08:08.330,,,1763.30616925,530.796146109,2.78129999748,0.823314228283
2015-09-16 07:08:12.350,,,1855.90990443,476.524668063,3.09805152532,0.777215923571
2015-09-16 07:08:17.960,,,1585.46535501,160.257706484,2.93188164747,0.249255386674
2015-09-16 07:08:21.810,,,1342.6802629,393.843025528,2.52942544381,0.728943384931
2015-09-16 07:08:25.750,,,1604.70631142,318.830113936,2.96870368644,0.567063178084
2015-09-16 07:08:29.610,,,1270.27379767,341.123828938,2.32612096503,0.611581191432
2015-09-16 07:08:33.540,,,1258.8704459,271.742724726,2.38427094116,0.497892353975
2015-09-16 07:08:37.480,,,1250.61162771,188.054086168,2.67974790891,0.375374937754
2015-09-16 07:08:41.330,,,1367.1529211,199.622790842,2.90840552417,0.393772620764
2015-09-16 07:08:45.360,,,1359.38782128,250.499780681,2.75753035309,0.485259289801
2015-09-16 07:08:49.380,,,1434.05995493,78.4091856062,3.1649303507,3.51083346858e-16
2015-09-16 07:08:53.310,,,1667.43364695,340.62450076,3.56676498058,0.702035404382
2015-09-16 07:08:59.350,,,1664.28934101,304.223354306,3.55624103967,0.620295299441
2015-09-16 07:09:03.370,,,1770.34281612,96.8040692248,3.51719560762,0.0
2015-09-16 07:09:07.390,,,1880.04485332,493.12390753,3.46313938285,0.88840178639
2015-09-16 07:09:11.330,,,1778.09313729,561.930469266,3.19388285125,0.994140629137
2015-09-16 07:09:15.350,,,1727.85503539,317.248842165,3.12270806271,0.547346065941
2015-09-16 07:09:19.370,,,1638.81780107,208.607898674,2.87726213429,0.330749891356
2015-09-16 07:09:23.390,,,1850.58530221,234.583804321,3.36450517656,0.384787622597
2015-09-16 07:09:27.330,,,1650.57670714,280.627147244,2.95316318469,0.475425440679
2015-09-16 07:09:31.350,,,1615.65600184,334.276550861,2.93945934044,0.586554685791
2015-09-16 07:09:35.370,,,1925.09425393,383.152149793,3.39755181759,0.650204057598
2015-09-16 07:09:40.980,,,1681.70797943,606.398712813,2.8478747015,1.01502636243
2015-09-16 07:09:44.920,,,1933.47285822,683.819974863,3.41389632114,1.19289180041
2015-09-16 07:09:48.770,,,1651.46632591,247.13569789,3.11433053904,0.43382536547
2015-09-16 07:09:52.630,,,1881.03375098,211.096115631,3.57926815664,0.350774647888
2015-09-16 07:09:56.480,,,1473.33335369,196.549354409,3.03321064706,0.369091586784
2015-09-16 07:10:00.340,,,1717.4399874,291.138718874,3.44388683377,0.5526004464
2015-09-16 07:10:04.360,,,1815.55055861,249.69605241,3.74852060183,0.473045913238
2015-09-16 07:10:08.380,,,1782.61248784,334.310426163,3.67352467496,0.658995556382
2015-09-16 07:10:12.400,,,1382.88169703,188.193699621,2.86927216774,0.357564091341
2015-09-16 07:10:16.340,,,1502.84757684,136.213807202,3.32531440637,0.240365028087
2015-09-16 07:10:22.540,,,1468.8929337,186.627643285,3.05539087088,0.350402450009
2015-09-16 07:10:26.390,,,1541.62609191,199.660404114,3.3119189929,0.388827936276
2015-09-16 07:10:30.330,,,1640.60217704,225.676628439,3.08968849725,0.389986491907
2015-09-16 07:10:34.350,,,1659.47966626,246.104854377,2.94405369739,0.405855901247
2015-09-16 07:10:38.370,,,1582.24467084,142.641892673,2.76196179439,0.197983478057
2015-09-16 07:10:42.390,,,1711.16101507,292.968484085,2.90938043655,0.472038745685
2015-09-16 07:10:46.330,,,1615.85136283,260.691444554,2.74555019258,0.416743761358
2015-09-16 07:10:50.350,,,1455.67351475,290.336508902,2.39129463639,0.458682307151
2015-09-16 07:10:54.370,,,1634.81568678,473.042549595,2.57204328103,0.730828860598
2015-09-16 07:10:58.390,,,2051.19117848,208.94088971,3.16192161536,0.271761877494
2015-09-16 07:11:04.340,,,2005.96181915,305.402527845,3.09512303762,0.439792522251
2015-09-16 07:11:08.370,,,1896.5466161,432.099192666,2.86940480132,0.634648364547
2015-09-16 07:11:12.380,,,1940.68628361,371.343982941,3.13664667786,0.575167953791
2015-09-16 07:11:16.410,,,1943.19087736,282.863521482,3.08678859795,0.416439586023
2015-09-16 07:11:20.340,,,2172.92419189,584.096519785,3.49882675306,0.920852386338
2015-09-16 07:11:24.360,,,2563.71039262,239.186670819,3.85351959346,0.291346473729
2015-09-16 07:11:28.390,,,1992.25897137,469.282702845,3.087970255,0.707527696514
2015-09-16 07:11:32.410,,,2208.61336577,438.324892705,3.15252581481,0.601459615901
2015-09-16 07:11:36.350,,,2626.39151683,671.409200028,3.50793125371,0.876027643995
2015-09-16 07:11:40.370,,,2335.38102105,406.122548927,3.12071282623,0.515188617025
2015-09-16 07:11:45.900,,,2133.84171452,406.12161593,2.89932071467,0.528567686622
2015-09-16 07:11:49.750,,,2338.0727282,515.657475522,3.24249552885,0.692818920398
2015-09-16 07:11:53.600,,,1978.45942916,494.695850641,2.73317780216,0.666879225036
2015-09-16 07:11:57.460,,,2133.02423595,319.656517715,2.98338119406,0.416293527487
2015-09-16 07:12:01.390,,,1970.34671676,421.439917271,2.94845954335,0.609711346378
2015-09-16 07:12:05.330,,,1929.22770953,175.394464409,2.7436318363,0.199320698927
2015-09-16 07:12:09.350,,,1985.36259109,180.400706229,2.99657452046,0.217509323056
2015-09-16 07:12:13.370,,,2067.69752019,267.598677777,3.27664056737,0.384379183957
2015-09-16 07:12:17.400,,,2016.07010172,266.441487402,3.09358108461,0.372236990377
2015-09-16 07:12:21.330,,,2313.43599301,247.237901719,3.56845498286,0.327712196989
2015-09-16 07:12:27.370,,,2098.01957781,404.33509398,3.11769231073,0.576179623418
2015-09-16 07:12:31.390,,,2001.04136219,333.164200047,2.9846255163,0.469390293619
2015-09-16 07:12:35.320,,,2130.11501523,282.438891887,3.36203933688,0.406151938779
2015-09-16 07:12:39.340,,,2246.77535401,230.666872087,3.63399262016,0.315825185099
2015-09-16 07:12:43.370,,,2148.25204834,244.763799773,3.20020952789,0.319927495937
2015-09-16 07:12:47.390,,,2226.31511977,273.834073654,3.29263773626,0.362805871656
2015-09-16 07:12:51.320,,,2343.25515352,444.233793444,3.40775286932,0.618607371184
2015-09-16 07:12:55.350,,,2503.67029412,498.603572037,3.53157203079,0.676299696653
2015-09-16 07:12:59.370,,,2541.67579328,485.062453677,3.70990145416,0.678350308155
2015-09-16 07:13:03.390,,,2583.11287997,317.667728999,3.74731870783,0.41281745323
2015-09-16 07:13:09.000,,,2720.66285649,308.602270864,3.71864863919,0.369589824427
2015-09-16 07:13:12.860,,,2602.49449381,217.352170349,3.86792908978,0.24421913031
2015-09-16 07:13:16.790,,,2216.31426014,575.162435394,3.46168159406,0.878192290989
2015-09-16 07:13:20.810,,,2012.20612011,381.840510688,3.04428316115,0.553196185801
2015-09-16 07:13:24.670,,,2216.24782606,410.736169658,3.36365911474,0.59564344628
2015-09-16 07:13:28.610,,,2084.90753209,317.885136277,3.17555613715,0.451979880406
2015-09-16 07:13:32.460,,,2253.35750767,628.485755136,3.38964473039,0.927068394988
2015-09-16 07:13:36.400,,,1993.58021821,411.484849062,3.16163675758,0.629270954926
2015-09-16 07:13:40.340,,,2341.62091722,672.22691699,3.72001460425,1.04838854658
2015-09-16 07:13:44.360,,,2360.36364881,209.72729283,3.7378128195,0.261817225926
2015-09-16 07:13:49.970,,,2093.49994461,383.437701929,3.27427833615,0.572367943927
2015-09-16 07:13:54.330,,,1982.94548379,362.917297026,3.08041940924,0.538036102884
2015-09-16 07:13:58.350,,,2280.22758921,191.947074844,3.52202542556,0.22544504103
2015-09-16 07:14:02.370,,,2536.27330622,176.34007022,4.00436028513,0.172018555339
2015-09-16 07:14:06.390,,,2146.60534647,348.708995583,3.3769563974,0.51657744922
2015-09-16 07:14:10.580,,,1946.54979913,433.329140617,3.28622627417,0.709158978346
2015-09-16 07:14:14.430,,,1892.50047584,185.787666439,3.15711266968,0.257436152898
2015-09-16 07:14:18.370,,,2174.64777429,190.536269036,3.67682108503,0.251759639098
2015-09-16 07:14:22.390,,,2094.21397979,271.320257095,3.92611980276,0.461157435886
2015-09-16 07:14:26.330,,,2099.54836632,213.436565149,3.9218657997,0.336133635335
2015-09-16 07:14:32.440,,,1856.65370402,257.34066588,3.56462178786,0.454013324148
2015-09-16 07:14:36.380,,,2074.38668263,242.212466719,4.00682683487,0.413395945567
2015-09-16 07:14:40.400,,,1959.60691539,176.55775335,4.04102474734,0.289396134028
2015-09-16 07:14:44.340,,,2227.68709142,186.537137507,4.43878957118,0.281504332701
2015-09-16 07:14:48.360,,,1977.54907015,249.910803389,3.92579061192,0.447275916226
2015-09-16 07:14:52.380,,,1740.14800422,214.637170611,3.47909340344,0.384656582692
2015-09-16 07:14:56.320,,,1912.97358756,168.070137056,4.26289359199,0.293144883008
2015-09-16 07:15:00.340,,,1604.21174107,148.016169852,3.74141369415,0.278047946907
2015-09-16 07:15:04.360,,,1676.46055095,150.083013085,3.93829078259,0.279148509729
2015-09-16 07:15:08.380,,,1914.30305562,278.815630552,4.25910760419,0.574946900563
2015-09-16 07:15:14.330,,,1844.55375636,181.686472279,4.1619068182,0.340952054981
2015-09-16 07:15:18.350,,,1945.72555511,183.85824251,4.27370695489,0.329339186064
2015-09-16 07:15:22.380,,,2260.74738965,315.715898482,4.6218178636,0.593898105137
2015-09-16 07:15:26.400,,,2020.41716474,226.188060488,4.17068956835,0.407425896252
2015-09-16 07:15:30.330,,,2071.66375218,534.236802743,3.99986368791,1.00802100405
2015-09-16 07:15:34.360,,,2415.94807751,325.745679373,4.36878024718,0.538433619988
2015-09-16 07:15:38.380,,,2555.94420726,504.789611854,4.51011911056,0.855914949043
2015-09-16 07:15:42.400,,,2354.6698898,499.381446401,3.8376054868,0.786371991255
2015-09-16 07:15:46.340,,,2280.99774412,823.981379295,3.68176105679,1.31466744706
2015-09-16 07:15:50.360,,,2302.22182451,532.012746183,3.62805513563,0.814592765618
2015-09-16 07:15:55.970,,,2215.36689356,408.076358784,3.19912798769,0.562734608839
2015-09-16 07:15:59.740,,,2745.99654975,694.37599167,3.93527414759,0.971570891785
2015-09-16 07:16:03.510,,,2974.25066568,731.439677424,4.16958704921,0.999741065691
2015-09-16 07:16:07.450,,,2621.74536699,777.086317997,3.7587316984,1.09497248244
2015-09-16 07:16:11.380,,,2906.24483362,602.912889329,4.23260974172,0.847030642075
2015-09-16 07:16:15.410,,,2608.88228361,586.12675525,3.81800676946,0.831989255881
