,_phi,_phi_err,_velo_eff,_velo_eff_err
2015-09-16 07:06:42.370,2759.76306805,1084.19467674,4.93945324022,2.96367194413
2015-09-16 07:06:54.770,2335.14880922,968.915726928,3.83459946242,2.30075967745
2015-09-16 07:06:58.620,1004.6893875,526.888660237,2.24756548129,1.34853928877
2015-09-16 07:07:02.480,1537.97648129,681.969186355,2.78095957752,1.66857574651
2015-09-16 07:07:06.330,1585.54415637,684.12516632,2.80242927827,1.68145756696
2015-09-16 07:07:10.350,1223.55919124,546.168494553,2.320046896,1.3920281376
2015-09-16 07:07:14.370,1368.08566255,593.366724817,2.44884748587,1.46930849152
2015-09-16 07:07:18.400,1668.36961997,716.064287629,2.77163158112,1.66297894867
2015-09-16 07:07:22.330,1773.27437724,762.728968562,2.88533942625,1.73120365575
2015-09-16 07:07:26.350,2377.75227333,962.043468424,3.57511536001,2.14506921601
2015-09-16 07:07:30.380,2664.32714514,1020.23704988,3.84867861003,2.30920716602
2015-09-16 07:07:36.320,1477.01603364,695.578630829,2.66863574714,1.60118144828
2015-09-16 07:07:40.350,1256.86011608,539.441888975,2.18097036468,1.30858221881
2015-09-16 07:07:44.370,1507.2295346,703.517238405,2.79365149839,1.67619089903
2015-09-16 07:07:48.390,1938.73506218,818.902316021,3.28880997859,1.97328598715
2015-09-16 07:07:52.330,1820.42159303,743.265548861,2.9962001647,1.79772009882
2015-09-16 07:07:56.350,2088.87758951,903.858391667,3.87128216882,2.32276930129
2015-09-16 07:08:00.370,1975.77018466,857.064463528,3.36156384297,2.01693830578
2015-09-16 07:08:04.390,2084.82128706,889.495896303,3.50277696127,2.10166617676
2015-09-16 07:08:08.330,2332.71076662,917.938963278,3.61992696172,2.17195617703
2015-09-16 07:08:12.350,2590.78602042,984.078383431,3.61214953541,2.16728972124
2015-09-16 07:08:17.960,2418.91485692,930.319057269,3.58821034312,2.15292620587
2015-09-16 07:08:21.810,2641.47778543,1039.19428877,3.82432486986,2.29459492192
2015-09-16 07:08:25.750,2796.42852955,1055.6441971,3.76950111684,2.2617006701
2015-09-16 07:08:29.610,2427.7519655,845.580815508,2.9296092831,1.75776556986
2015-09-16 07:08:33.540,1988.50530211,744.301610189,2.54197110302,1.52518266181
2015-09-16 07:08:37.480,2175.19155246,861.780731062,3.03046755074,1.81828053044
2015-09-16 07:08:41.330,1947.69577801,761.291889603,2.60957348324,1.56574408994
2015-09-16 07:08:45.360,1839.61367567,679.8269598,2.33840840081,1.40304504048
2015-09-16 07:08:49.380,2352.51622804,1125.34297968,3.88151169837,2.32890701902
2015-09-16 07:08:53.310,2140.44319995,994.507340944,3.42684446486,2.05610667892
2015-09-16 07:08:59.350,1577.12422245,845.983663387,3.02105495222,1.81263297133
2015-09-16 07:09:03.370,1677.07903978,823.975173968,3.11735184958,1.87041110975
2015-09-16 07:09:07.390,1670.39605351,824.070211825,3.06291315229,1.83774789138
2015-09-16 07:09:11.330,1542.01603325,717.194426084,2.7078886223,1.62473317338
2015-09-16 07:09:15.350,1385.83221467,759.60372134,2.85380159341,1.71228095604
2015-09-16 07:09:19.370,1274.93021517,665.167874015,2.49132656594,1.49479593956
2015-09-16 07:09:23.390,1446.6444684,703.841011475,2.74963720223,1.64978232134
2015-09-16 07:09:27.330,1637.53730848,738.695263223,2.75881785899,1.65529071539
2015-09-16 07:09:31.350,1456.85790363,667.325789404,2.62270094554,1.57362056732
2015-09-16 07:09:35.370,1982.67068598,853.566305968,3.41878226149,2.05126935689
2015-09-16 07:09:40.980,2465.54985613,995.542944174,3.93696657482,2.36217994489
2015-09-16 07:09:44.920,1568.955008,748.282859838,3.00338891808,1.80203335085
2015-09-16 07:09:48.770,1171.56052081,541.959237352,2.21214554836,1.32728732901
2015-09-16 07:09:52.630,1258.80570105,652.409244863,2.44844041467,1.4690642488
2015-09-16 07:09:56.480,1406.95706753,707.919615845,2.73298387395,1.63979032437
2015-09-16 07:10:00.340,1141.52523096,535.294732737,2.03532708307,1.22119624984
2015-09-16 07:10:04.360,1343.94254207,561.168225143,2.23950190527,1.34370114316
2015-09-16 07:10:08.380,1268.54999454,515.667989099,2.00489722445,1.20293833467
2015-09-16 07:10:12.400,1073.40778693,489.476263606,1.94357610682,1.16614566409
2015-09-16 07:10:16.340,1969.98998739,813.102135284,3.32752863439,1.99651718063
2015-09-16 07:10:22.540,1702.24874159,750.407539954,2.81474957762,1.68884974657
2015-09-16 07:10:26.390,1312.1673839,578.834081597,2.35010521336,1.41006312802
2015-09-16 07:10:30.330,1458.31720733,705.443965239,2.73866630902,1.64319978541
2015-09-16 07:10:34.350,996.323094122,560.887835615,2.25118073412,1.35070844047
2015-09-16 07:10:38.370,705.925782947,349.906834056,1.50873855326,0.905243131956
2015-09-16 07:10:42.390,1063.09481864,559.75819646,2.57772105411,1.54663263247
2015-09-16 07:10:46.330,878.541918578,486.956657992,2.25383410979,1.35230046587
2015-09-16 07:10:50.350,1139.27872069,644.824528046,2.7521311533,1.65127869198
2015-09-16 07:10:54.370,1334.72623505,711.926683751,3.01957543517,1.8117452611
2015-09-16 07:10:58.390,1314.46122045,682.647860598,2.76407794973,1.65844676984
2015-09-16 07:11:04.340,1253.75213972,661.990896352,3.09038734822,1.85423240893
2015-09-16 07:11:08.370,928.344131803,515.577690248,2.074420521,1.2446523126
2015-09-16 07:11:12.380,1320.87094804,683.222283075,2.66900331693,1.60140199016
2015-09-16 07:11:16.410,1571.98916222,787.775974176,2.95504482697,1.77302689618
2015-09-16 07:11:20.340,982.782245975,489.236944204,2.16522074851,1.2991324491
