,_dir_mu,_dir_sigma,_len_mu_norm,_len_sigma_norm,_del_t,_pyrlevel,_significance,_fit_success
2015-09-16 07:07:56.350,-86.00949722110614,19.455215581948234,1.1355674220553367,0.401950959175189,4.02,1,0.7646945088940449,1
2015-09-16 07:08:00.370,-78.73436867173412,12.524238757476216,1.209167312641237,0.406938857614162,4.02,1,0.6392247169449242,1
2015-09-16 07:08:04.390,-92.02594374585406,11.159104527144084,1.2398851354223066,0.402442554662877,3.94,1,0.5285741774100443,1
2015-09-16 07:08:08.330,-94.09460082420816,18.24926508829375,1.2196491384631403,0.6915058012176286,4.02,1,0.6617210682492581,1
2015-09-16 07:08:12.350,-79.26748006653328,13.333177926466456,1.286382927703785,0.4572639529268416,5.61,1,0.6658883464232647,1
2015-09-16 07:08:17.960,-91.46817467527657,15.536131942588991,1.232951149269141,0.4306273098477157,3.85,1,0.41376325470677344,1
2015-09-16 07:08:21.810,-84.93583451527928,7.57764723705483,1.255118856683036,0.4307520873950892,3.94,1,0.5968891769280622,1
2015-09-16 07:08:25.750,-92.82811375154859,20.982449687497418,1.3370640398124067,0.6170842033723418,3.86,1,0.43592504846004737,1
2015-09-16 07:08:29.610,-93.9159220362461,8.913487400205053,1.0018940825380247,0.41261603988308654,3.93,1,0.48116067561715026,1
2015-09-16 07:08:33.540,-94.36495850845964,15.685078615175986,0.952798470564968,0.3874858624614118,3.94,1,0.4243827160493827,1
2015-09-16 07:08:37.480,-94.90854086784849,14.421941515919276,1.1912621235486789,0.3828090265616354,3.85,1,0.46915285451197053,1
2015-09-16 07:08:41.330,-73.79560494245871,35.56378868570797,0.7527613693756999,0.37749397365127474,4.03,1,0.5254591955359219,1
2015-09-16 07:08:45.360,-104.29896205121739,21.274878139311138,0.8849636708543615,0.4434264617207081,4.02,1,0.4517177344475395,1
2015-09-16 07:08:49.380,-80.71318106375472,19.726334528006777,0.8911977909026646,0.35885265697880264,3.93,1,0.4813441483198146,1
2015-09-16 07:08:53.310,-93.38086845694355,13.197895778440296,1.1208865195171311,0.2789754175196713,6.04,1,0.9704592660973921,1
2015-09-16 07:08:59.350,-89.02991297447622,13.10691944091894,1.0169519991938283,0.43636611716302404,4.02,1,0.6370370370370371,1
2015-09-16 07:09:03.370,-81.27701474288864,13.239501373726247,1.0855604143183386,0.4416633933295418,4.02,1,0.4491219629540534,1
2015-09-16 07:09:07.390,,180.0,,,3.94,1,0.0,1
2015-09-16 07:09:11.330,-98.30797641567545,18.297187239808874,1.0295871941408201,0.4963104592038997,4.02,1,0.5200579990333495,1
2015-09-16 07:09:15.350,-94.09162226134359,24.42487338315711,0.9116983389065602,0.4143827487951901,4.02,1,0.4567007736461193,1
2015-09-16 07:09:19.370,-102.36787705267601,10.713628543647138,1.368989397671835,0.5959448292131706,4.02,1,0.8412455334354262,1
2015-09-16 07:09:23.390,-95.31727973938936,27.110498494835035,0.7809851816823666,0.4128847038774363,3.94,1,0.30763378138473246,1
2015-09-16 07:09:27.330,,180.0,,,4.02,1,0.0,1
2015-09-16 07:09:31.350,-95.56247592250622,16.6810919878365,1.01386194697832,0.46473079902320436,4.02,1,0.4438617401668653,1
2015-09-16 07:09:35.370,-93.25855643057129,13.937662942503321,1.0845475519029175,0.30705869022713767,5.61,1,0.8973324366733916,1
2015-09-16 07:09:40.980,-96.62063187647779,14.884464638762655,1.0389698483940624,0.4106377819636932,3.94,1,0.5914379802414929,1
2015-09-16 07:09:44.920,-95.77355383926601,15.506909582614185,1.1064047393913663,0.4285868919423003,3.85,1,0.5510747185261003,1
2015-09-16 07:09:48.770,-99.0443373117967,30.490782432364497,0.8764561969201828,0.3698353399555098,3.86,1,0.6593564254970281,1
2015-09-16 07:09:52.630,-86.71615564232917,22.437088059058556,0.9258509075022836,0.3996453166188119,3.85,1,0.7061109911466206,1
2015-09-16 07:09:56.480,-96.36806206522569,17.02889931294221,0.9444045477730946,0.35583499392934925,3.86,1,0.6658042259594653,1
2015-09-16 07:10:00.340,-95.02909081701787,18.972572620451345,1.0069966113590754,0.359745374697037,4.02,1,0.8692782627208857,1
2015-09-16 07:10:04.360,-95.02771666180647,14.184450574824583,1.0052616377195396,0.3082757176232994,4.02,1,0.905425374709732,1
2015-09-16 07:10:08.380,-97.89748468301619,13.206760731889382,1.2429689520956284,0.37684483491247195,4.02,1,0.8784788612704483,1
2015-09-16 07:10:12.400,-87.07299906294733,15.624240244002793,0.901574062971401,0.34017176281924794,3.94,1,0.7356790388328684,1
2015-09-16 07:10:16.340,-94.74687236282921,9.133552634892755,1.1624083955099962,0.24353938011538157,6.2,1,0.938587073223105,1
2015-09-16 07:10:22.540,-93.38017929876655,19.09545181721975,1.123305612977545,0.38428416216364175,3.85,1,0.7140997830802603,1
2015-09-16 07:10:26.390,-91.16023115515816,20.35909053466338,0.9837213373008927,0.41934952891156974,3.94,1,0.701253022642339,1
2015-09-16 07:10:30.330,-94.61718749384579,11.141843343325444,1.2420118027283102,0.35160884326211045,4.02,1,0.8954189944134078,1
2015-09-16 07:10:34.350,-92.00958858744063,9.307430367121313,1.0391702234213815,0.409212780476247,4.02,1,0.6516114389468906,1
2015-09-16 07:10:38.370,-99.07265790377265,14.425266196554643,1.1811332338975813,0.32018400979648337,4.02,1,0.684887459807074,1
2015-09-16 07:10:42.390,-99.77308298555029,13.620495006553876,1.1270446068444895,0.40505429375761326,3.94,1,0.6605483271375465,1
2015-09-16 07:10:46.330,-86.29500621966264,13.759277438419856,1.1677170967662638,0.3391227673902725,4.02,1,0.6184767277856136,1
2015-09-16 07:10:50.350,-100.79295162813422,14.445713302454148,1.0889629625685346,0.4288047082793219,4.02,1,0.6643754444181086,1
2015-09-16 07:10:54.370,-110.3562533792272,23.527466331077015,1.0272277468903037,0.36330052274301694,4.02,1,0.6024067956583294,1
2015-09-16 07:10:58.390,-95.39318348562813,11.206129467756254,1.290250991203998,0.3331727134684559,5.95,1,0.9248473461719117,1
2015-09-16 07:11:04.340,-99.70947160869318,12.93807615149723,1.157776195578615,0.4115863128211352,4.03,1,0.665406427221172,1
2015-09-16 07:11:08.370,-98.2524970812563,12.348961294463184,1.113673428884536,0.37335589516286516,4.01,1,0.5502141837220371,1
2015-09-16 07:11:12.380,-107.10989448239299,20.249491360087102,1.0276414382653223,0.4542063701962989,4.03,1,0.6304971319311663,1
2015-09-16 07:11:16.410,-95.27788708005218,6.639116257945869,1.3085149352527519,0.458596739120043,3.93,1,0.4822506640907993,1
2015-09-16 07:11:20.340,-100.48046667750955,23.542602213665408,1.0228992577565248,0.4961258622906759,4.02,1,0.59840232389252,1
2015-09-16 07:11:24.360,-104.33603561661079,19.07604951779899,1.0566682892659123,0.42043786967601443,4.03,1,0.7138326421078312,1
2015-09-16 07:11:28.390,-100.67821350411253,12.9784380683278,1.044876830422785,0.42442305143597825,4.02,1,0.6095755182625864,1
2015-09-16 07:11:32.410,-97.7117452736067,14.620829897997911,1.083169399492922,0.4811900361753556,3.94,1,0.476238370631129,1
2015-09-16 07:11:36.350,-108.15111756215724,21.43037068810799,0.9249292143075655,0.4436817232912968,4.02,1,0.5446990682447747,1
2015-09-16 07:11:40.370,-105.1246082370001,15.723217708300577,1.2331191566311415,0.3114365741815764,5.53,1,0.9700478228039265,1
2015-09-16 07:11:45.900,-98.58601793108062,19.831294461506726,1.0035419126328218,0.4657637498307615,3.85,1,0.7192527244421381,1
2015-09-16 07:11:49.750,-108.84388622810988,13.895206888485907,1.0779887920298878,0.4006205319256523,3.85,1,0.6128016789087093,1
2015-09-16 07:11:53.600,-97.55282229995545,14.873004758553249,1.097537825781157,0.43509858591506523,3.86,1,0.5555845511482255,1
2015-09-16 07:11:57.460,-105.5012910627745,13.514363333957961,1.0817687916924557,0.38678982648216625,3.93,1,0.5379328575204864,1
2015-09-16 07:12:01.390,-95.3686822126344,22.576385488263014,1.0708338974468077,0.38772107622974433,3.94,1,0.7725448220497726,1
2015-09-16 07:12:05.330,-96.4480010462573,22.4092204328773,0.8897742363877823,0.4189690628574357,4.02,1,0.7042648709315376,1
2015-09-16 07:12:09.350,-90.02430559353601,13.503207926184036,0.918981044146357,0.40573559980984625,4.02,1,0.4610446454625036,1
2015-09-16 07:12:13.370,-95.36595554683316,18.292916381751045,1.0996343401662991,0.42745448260708885,4.03,1,0.8300769686204855,1
2015-09-16 07:12:17.400,-90.35520101756254,15.355091672139967,1.0424974364817134,0.3749625217739922,3.93,1,0.6905182567726738,1
2015-09-16 07:12:21.330,-96.85645044877347,11.4868840361659,1.2315873380913587,0.23799023793458582,6.04,1,0.9547625737566732,1
2015-09-16 07:12:27.370,-95.44543310623926,19.495813264528685,0.9796438928352889,0.3508690698674836,4.02,1,0.8233351678591084,1
2015-09-16 07:12:31.390,-88.56200255049154,18.333654699166466,1.050824131655273,0.38805851810942854,3.93,1,0.631718999467802,1
2015-09-16 07:12:35.320,-95.36475529527347,14.341670744718902,1.134335385220789,0.3765674853933231,4.02,1,0.71714358065333,1
2015-09-16 07:12:39.340,-92.0945772004541,13.046635950815032,1.407248766843864,0.3694215735846213,4.03,1,0.8942284472349674,1
2015-09-16 07:12:43.370,-96.89823616718546,11.716921815943747,1.2889594517821048,0.3554980049907109,4.02,1,0.8021301775147929,1
2015-09-16 07:12:47.390,-91.99946337238077,13.56616953815095,1.2102063128098597,0.31429437987569253,3.93,1,0.8612865497076023,1
2015-09-16 07:12:51.320,-95.73956482238103,14.727483011524278,1.214531867664673,0.34738705493429206,4.03,1,0.8461895910780669,1
2015-09-16 07:12:55.350,-92.76791598259658,11.31949311953445,1.4232439548558447,0.31278932928057607,4.02,1,0.9590602465689695,1
2015-09-16 07:12:59.370,-93.38940802034901,10.886811149349425,1.147932370341452,0.3729612394151666,4.02,1,0.930276087973795,1
2015-09-16 07:13:03.390,-91.26368521917772,9.733092279636189,1.3952839214968236,0.2555057417143149,5.61,1,0.9381199811053378,1
2015-09-16 07:13:09.000,-91.61868950350488,11.69935511042253,1.3273571256663412,0.27383613155786984,3.86,1,0.9297592454703401,1
2015-09-16 07:13:12.860,-95.46545979814354,10.628008459680533,1.384140311634591,0.35966868527687823,3.93,1,0.9520512820512821,1
2015-09-16 07:13:16.790,-95.22527169398668,11.73317403327732,1.3213379683411886,0.41362478207166153,4.02,1,0.8871094775531636,1
2015-09-16 07:13:20.810,-93.44637248613354,12.347156959435363,1.4048664352058826,0.4552027924978463,3.86,1,0.9318615426546742,1
2015-09-16 07:13:24.670,-90.86015936961492,14.199382862213227,1.4053528633936885,0.30897281487592765,3.94,1,0.9518336070060208,1
2015-09-16 07:13:28.610,-86.89946520446891,9.414772439330825,1.270279107593504,0.39842317987089837,3.85,1,0.8429931972789115,1
2015-09-16 07:13:32.460,-86.62395118141437,13.898726632932949,1.2637969543147207,0.4731426029204548,3.94,1,0.8514986376021798,1
2015-09-16 07:13:36.400,-94.1283623733825,10.329465036059844,1.136114237976906,0.34730979006916246,3.94,1,0.779559662951889,1
2015-09-16 07:13:40.340,-88.74227625522211,12.833034942570915,1.531358812181589,0.4795282269956834,4.02,1,0.907160359379254,1
2015-09-16 07:13:44.360,-88.06088100381389,9.375454541041346,1.5022943903151402,0.21509970998954542,5.61,1,0.9953942021132485,1
2015-09-16 07:13:49.970,-99.40422473535176,15.516680826319377,1.1711894847218,0.39386268712339606,4.36,1,0.8952711728559979,1
2015-09-16 07:13:54.330,-99.77356910091325,13.434073594707819,1.2940507922179052,0.3553639569345869,4.02,1,0.6424258335521135,1
2015-09-16 07:13:58.350,-83.7061901139699,19.673236519371894,1.091127098321343,0.39836996315421314,4.02,1,0.9219952241973999,1
2015-09-16 07:14:02.370,-98.03143402460483,18.198164269649297,1.1260751635408963,0.43493276856029434,4.02,1,0.9188320385748727,1
2015-09-16 07:14:06.390,-88.98450884747126,15.88976151322143,1.3408030436039133,0.41564367627933063,4.19,1,0.9388844408860422,1
2015-09-16 07:14:10.580,-103.484294466968,8.980446304351087,1.1984376868199753,0.38687218047524463,3.85,1,0.6095670764297167,1
2015-09-16 07:14:14.430,-91.99052055952174,19.191005817904355,1.1950448014606265,0.42234763971173095,3.94,1,0.7136239782016349,1
2015-09-16 07:14:18.370,-92.54423619958085,14.32815513904355,1.0637032230153582,0.3499200721072802,4.02,1,0.8991901703434795,1
2015-09-16 07:14:22.390,-80.80431381565644,25.445130212465344,1.0335475683641724,0.3967174372188901,3.94,1,0.6964335860713283,1
2015-09-16 07:14:26.330,-88.61652064528364,9.183945624409132,1.42155644616181,0.3510813215735959,6.11,1,0.9301059868232598,1
2015-09-16 07:14:32.440,-101.78680944827788,13.505277017718864,0.9750911982741616,0.46306959015427873,3.94,1,0.6198170731707318,1
2015-09-16 07:14:36.380,-96.82019186882577,14.746179249586108,1.337557892595535,0.4266632249702589,4.02,1,0.8907378335949765,1
2015-09-16 07:14:40.400,-83.3577805450984,14.404019131839567,1.0965474903333394,0.40492854860398353,3.94,1,0.7132281943997425,1
2015-09-16 07:14:44.340,-94.3501510482086,20.737346837195755,1.3036763785347651,0.4177900620563484,4.02,1,0.9009316770186335,1
2015-09-16 07:14:48.360,-91.22257276744614,25.057719071118814,0.9906519276814774,0.4640261829644332,4.02,1,0.5349984582176996,1
2015-09-16 07:14:52.380,-96.37842899589474,17.61793827543048,1.0935107247268172,0.3386912361701514,3.94,1,0.7718799368088468,1
2015-09-16 07:14:56.320,-94.1287450351859,13.175350805737926,1.1681074464032848,0.4466196547582774,4.02,1,0.521805428484294,1
2015-09-16 07:15:00.340,-102.18594224010614,22.593826585508417,1.2417179505317018,0.37926764893798875,4.02,1,0.5096618357487923,1
2015-09-16 07:15:04.360,-94.64259371868967,12.369959431234424,0.9665698422998878,0.42501000765225866,4.02,1,0.5968489341983317,1
2015-09-16 07:15:08.380,-96.07124683872458,13.402828722798088,0.9644195088410733,0.37171971923606395,5.95,1,0.7252982563475069,1
2015-09-16 07:15:14.330,-100.26005132105767,17.2360799679733,0.8383683756818087,0.407241530048579,4.02,1,0.4030692139054181,1
2015-09-16 07:15:18.350,-84.11291966540192,27.766062645425162,1.0414431928857972,0.4751343148060522,4.03,1,0.40665836963285623,1
2015-09-16 07:15:22.380,-97.4923438971901,21.59677858980155,1.0776961637822824,0.42434879848425267,4.02,1,0.5504778972520908,1
2015-09-16 07:15:26.400,-102.55517098892905,16.909969781955702,1.264844595499477,0.47629433004232147,3.93,1,0.4188263330354483,1
2015-09-16 07:15:30.330,-98.32179735740128,13.718614035697613,1.1516240139254101,0.38550992273582624,4.03,1,0.7933688573120189,1
2015-09-16 07:15:34.360,-79.67015364827044,35.25418051281472,1.0055672942770368,0.4464569516304115,4.02,1,0.6676700782661048,1
2015-09-16 07:15:38.380,-97.18454289338992,22.568446894967014,1.1169057112652023,0.48691870570055884,4.02,1,0.5322054021964975,1
2015-09-16 07:15:42.400,-93.14165764672394,16.078670225903053,1.3064524569574547,0.42434217009189806,3.94,1,0.5659276546091015,1
2015-09-16 07:15:46.340,-82.56063037470727,20.022636273013337,1.0361275359611797,0.4603595405842822,4.02,1,0.7536103743000294,1
2015-09-16 07:15:50.360,-91.0544653828533,10.153771329095415,1.187491216780941,0.31689646990760045,5.61,1,0.9842473745624271,1
2015-09-16 07:15:55.970,-91.3308348002677,18.45118951113833,1.4960247404244382,0.4908945255006275,3.77,1,0.4181465038845727,1
2015-09-16 07:15:59.740,-101.5878841227054,13.158911966202636,1.244017727909663,0.4052078186350864,3.77,1,0.5628400435255713,1
2015-09-16 07:16:03.510,-85.11357269839226,11.526484588026628,1.2303667137110852,0.4188710569435087,3.94,1,0.6621584322384764,1
2015-09-16 07:16:07.450,-92.52913209081107,13.581321753243502,1.082933550573776,0.3985479479061039,3.93,1,0.7822726101520227,1
2015-09-16 07:16:11.380,-94.11938645385821,14.257490393229395,1.2797867501856723,0.42065993169861093,4.03,1,0.5473710947421895,1
2015-09-16 07:16:15.410,-88.70653150259162,20.979371901255448,1.0448505067868241,0.47375802968320985,3.93,1,0.7707317073170732,1
2015-09-16 07:16:19.340,-85.53599560712588,18.813187997754728,1.137455156705937,0.371351721851748,4.03,1,0.6734139718588003,1
2015-09-16 07:16:23.370,-96.6614034241333,17.59903261517409,0.8930040741830442,0.39090119383137917,4.02,1,0.6947539461467038,1
2015-09-16 07:16:27.390,-89.19762049533753,16.44947823543923,1.142066437323365,0.5077486239510989,4.02,1,0.6213351375732973,1
2015-09-16 07:16:31.410,-86.23972858426819,7.8238087853530915,1.3065521055580438,0.23819056132604013,6.03,1,0.8965068344543284,1
2015-09-16 07:16:37.440,-89.69160671728905,22.48314927108212,1.1104568527918783,0.38341047449218285,3.94,1,0.5153576582148011,1
2015-09-16 07:16:41.380,-92.9329894552683,13.82279153102139,1.1759262742821723,0.43917250776951455,4.02,1,0.553518038668527,1
2015-09-16 07:16:45.400,-94.99804981609755,11.511336443927938,1.09492610165747,0.3234110886131543,3.94,1,0.579621600315333,1
2015-09-16 07:16:49.340,-90.96771863776092,17.174697278753463,1.3393869643055336,0.44900051348160597,4.02,1,0.8284451586982724,1
2015-09-16 07:16:53.360,-88.58491732978227,17.11117324465653,0.970854389469973,0.3889399843289317,4.02,1,0.636145061109998,1
2015-09-16 07:16:57.380,-95.43276483035756,16.026329598468465,0.9329937183866667,0.41894180830449546,4.02,1,0.5332688588007737,1
2015-09-16 07:17:01.400,-94.75250563216053,14.924855729934894,1.217497034536508,0.3511220892511389,3.94,1,0.8491684190403365,1
2015-09-16 07:17:05.340,-84.3353231794832,18.059662097080416,1.0125072064569856,0.36521179599072756,4.02,1,0.7155470249520154,1
2015-09-16 07:17:09.360,-88.74499303306071,16.136420575310325,1.296599985699689,0.33212162770825415,4.02,1,0.8259620907524411,1
2015-09-16 07:17:13.380,-91.51247238560254,8.64019312430423,1.1966218165410418,0.22886167559024165,6.2,1,0.8397843250529559,1
2015-09-16 07:17:19.580,-89.46824555924698,13.735800553400734,1.2283932185395308,0.4643665694552842,3.94,1,0.720141204157678,1
2015-09-16 07:17:23.520,-88.46641482399593,11.832876972544817,1.0037992183842979,0.3728586277473181,3.85,1,0.46447342807085845,1
2015-09-16 07:17:27.370,-86.25833723276853,19.711392171185672,1.0026680090611628,0.47184915437906866,4.11,1,0.7074551131928181,1
2015-09-16 07:17:31.480,-89.07057712723937,18.475204613723374,1.0856147875172886,0.43456790243403753,4.02,1,0.6484634957917401,1
2015-09-16 07:17:35.500,-91.27228893666141,15.402477685166506,0.9577398284410167,0.4629656328480915,3.93,1,0.566147859922179,1
2015-09-16 07:17:39.430,-86.28170018505125,20.76922381400824,0.8764964349637628,0.382509348446117,3.94,1,0.5371628177760528,1
2015-09-16 07:17:43.370,-86.04780488697307,13.580127022416315,1.264136571836499,0.3454363117728974,4.11,1,0.8249372707971434,1
2015-09-16 07:17:47.480,-95.2887091921826,16.35263161528729,1.0418059972429607,0.3288287775280909,4.1,1,0.6898282184906389,1
2015-09-16 07:17:51.580,-91.47459111406032,18.309297978549896,1.1370547382348841,0.3841129892640193,4.02,1,0.6468659594985535,1
2015-09-16 07:17:55.600,-93.68723336184104,11.814497404098956,1.199975995089774,0.2403857453274564,6.12,1,0.8798374613003096,1
2015-09-16 07:18:01.720,-93.59145948907212,16.700171860092123,0.8887605186621848,0.4100935134555448,3.94,1,0.5693901485535575,1
2015-09-16 07:18:05.660,-76.56906470389167,19.410619686283503,0.9865480527967351,0.45211822209371055,4.02,1,0.6350580365925634,1
2015-09-16 07:18:09.680,-91.3685671838031,23.0135905162115,0.8979607492408239,0.3781084866070858,3.94,1,0.5363780150257018,1
2015-09-16 07:18:13.620,,180.0,,,4.1,1,0.0,1
2015-09-16 07:18:17.720,-82.50097501311546,19.043635426787883,1.127220239989726,0.3821792738038527,4.02,1,0.531517200238616,1
2015-09-16 07:18:21.740,-80.83580931129143,19.38085383615514,0.9450515280739162,0.3283563390557223,4.02,1,0.5348189415041783,1
2015-09-16 07:18:25.760,-91.22329073076048,18.760770117598494,1.0594082483011067,0.383739246249569,3.94,1,0.5298105682951146,1
2015-09-16 07:18:29.700,-94.78801585423918,14.86096112287925,1.1033435251976529,0.40035165108727566,3.94,1,0.5151636874874472,1
2015-09-16 07:18:33.640,,180.0,,,3.85,1,0.0,1
2015-09-16 07:18:37.490,,180.0,,,5.87,1,0.0,1
2015-09-16 07:18:43.360,-91.36313201381806,11.507618796043042,1.1123779251888706,0.3447730431239133,4.02,1,0.44757563199336925,1
2015-09-16 07:18:47.380,-96.49722216256559,15.268928767370133,1.1330609769079514,0.45766782351733654,4.02,1,0.5159341803790877,1
2015-09-16 07:18:51.400,-89.32773466980393,24.22548374322359,0.8006522569728727,0.35337330568803793,3.94,1,0.46519383076281784,1
2015-09-16 07:18:55.340,-100.37795211713583,17.48470559948814,0.7515791827379955,0.32715879068468445,4.02,1,0.27876383378575903,1
2015-09-16 07:18:59.360,-96.59171973508711,13.01223849588819,1.3063965188747741,0.4890693014418514,4.02,1,0.4275544388609715,1
2015-09-16 07:19:03.380,-85.88696389489145,24.017967193099132,0.866010944484556,0.40400019747879395,4.02,1,0.5273943956503555,1
2015-09-16 07:19:07.400,-82.61214126218093,15.909624455513967,0.820002551345835,0.3607976716484094,4.02,1,0.40658882402001667,1
2015-09-16 07:19:11.420,-97.26827335156062,15.78254738939549,0.9468846760362352,0.43278763615299287,3.94,1,0.36544437538844005,1
2015-09-16 07:19:15.360,-99.65880946323956,23.271403709573175,0.9028206077052754,0.4916838416027081,4.02,1,0.49804486519860053,1
2015-09-16 07:19:19.380,-98.97562439375392,12.488940347027912,0.9495653931675763,0.27672560197205787,5.61,1,0.7910295616717635,1
2015-09-16 07:19:24.990,-87.16682649894216,15.421342465048237,0.9894468108344253,0.40869609658190353,4.36,1,0.5470085470085471,1
2015-09-16 07:19:29.350,-98.24582552535557,18.096908248431305,0.8549677460156845,0.3884337885476526,4.02,1,0.38688524590163936,1
2015-09-16 07:19:33.370,-100.87114104016743,18.642655566896035,0.7536091724620809,0.3551770487967458,4.02,1,0.5020721094073767,1
2015-09-16 07:19:37.390,-102.25867486403197,20.690549832238766,0.7896242970869837,0.33811467757349456,4.02,1,0.6120890774125133,1
2015-09-16 07:19:41.410,-99.57130535174292,13.043819296699484,0.8709386982101553,0.39977112579020935,3.94,1,0.35706486132343307,1
2015-09-16 07:19:45.350,-85.41967559996284,19.93235069116189,0.7076845963472322,0.3682391602664642,4.11,1,0.5128769535549197,1
2015-09-16 07:19:49.460,-99.3361907482106,19.038384673936,0.8714355294474911,0.34325405340095616,4.02,1,0.5619153674832962,1
2015-09-16 07:19:53.480,-94.63693509799228,20.948406953813976,0.9034090909090909,0.3801301973563121,3.52,1,0.5659950192438307,1
2015-09-16 07:19:57.000,-101.69960882718374,12.271476685869787,1.4325072736287687,0.35561016088735065,4.44,1,0.8792513124857338,1
2015-09-16 07:20:01.440,-102.53396859782197,13.651415609492657,0.7767944936086529,0.27939151157484227,5.94,1,0.7983984926990109,1
2015-09-16 07:20:07.380,-95.36159516747183,16.594012534651146,0.9148267106691795,0.35643327496545296,4.11,1,0.7013333333333334,1
2015-09-16 07:20:11.490,-92.92195469144895,17.536339758401247,1.088040958069339,0.3531333535339474,4.02,1,0.8425393651587103,1
2015-09-16 07:20:15.510,-95.51426815554113,11.671879066064728,0.873738257774666,0.322107656301788,3.94,1,0.3758576874205845,1
2015-09-16 07:20:19.450,-97.71434022403838,12.06333540876072,1.015590422364192,0.3595764262019997,4.02,1,0.5443711967545639,1
2015-09-16 07:20:23.470,-96.472892872762,15.922859769598697,1.0383306141357989,0.3954031225428406,4.02,1,0.6112348428606781,1
2015-09-16 07:20:27.490,-96.13406886884778,10.094070740134429,1.153619574075347,0.348786161718506,3.94,1,0.6251511487303507,1
2015-09-16 07:20:31.430,-100.89232341797006,21.735025890159907,0.9297277698292926,0.41362163823349457,3.94,1,0.7221189591078067,1
2015-09-16 07:20:35.370,-94.50391774757651,16.234404815230697,1.112425150131356,0.4321083675582836,4.02,1,0.7737748937122398,1
2015-09-16 07:20:39.390,-92.98502453401274,15.080867884983084,1.111254749872684,0.37430363228777364,4.02,1,0.6857451403887689,1
2015-09-16 07:20:43.410,-99.93252679403497,13.520709059536676,1.2879560183499599,0.27987280294210504,6.2,1,0.9289159152862235,1
2015-09-16 07:20:49.610,-107.48652545814448,19.232937801224253,0.8909052625494661,0.370669401701364,3.94,1,0.508583247156153,1
2015-09-16 07:20:53.550,-100.83974088404787,15.258688069033727,1.0534499947918992,0.41529001300245194,3.93,1,0.6988148753575807,1
2015-09-16 07:20:57.480,-106.27455052197007,16.230929273206574,1.0357720599456706,0.37935301703174146,4.02,1,0.6628710858072387,1
2015-09-16 07:21:01.500,-98.58986551456701,18.716080211969103,0.9577294247537207,0.4116304810632021,3.94,1,0.4805903760614638,1
2015-09-16 07:21:05.440,-100.23196363238546,18.7429573842865,1.1506735650136664,0.3731506292927803,3.94,1,0.5021122510561256,1
2015-09-16 07:21:09.380,-98.28308282203783,16.264956022466656,0.9541788100915541,0.4155305416309917,4.02,1,0.5393975663275484,1
2015-09-16 07:21:13.400,-100.09677574389707,12.703011302759396,1.0653378318554898,0.32891315300653373,4.02,1,0.5184530820573223,1
