,_phi,_phi_err,_velo_eff,_velo_eff_err
2015-09-16 07:19:49.460,1942.06367359,1051.67110493,4.14,0.828
2015-09-16 07:19:53.480,1680.51750107,972.793774587,4.14,0.828
2015-09-16 07:19:57.000,1810.36714409,1007.11087504,4.14,0.828
2015-09-16 07:20:01.440,1679.43783414,888.862332875,4.14,0.828
2015-09-16 07:20:07.380,1798.8715052,888.876122679,4.14,0.828
2015-09-16 07:20:11.490,2177.60268515,1124.35124505,4.14,0.828
2015-09-16 07:20:15.510,2199.29485141,1116.44001644,4.14,0.828
2015-09-16 07:20:19.450,2464.7355804,1177.75919258,4.14,0.828
2015-09-16 07:20:23.470,2510.782975,1186.69047639,4.14,0.828
2015-09-16 07:20:27.490,2325.58115875,1161.09754106,4.14,0.828
2015-09-16 07:20:31.430,2456.21769586,1210.92915116,4.14,0.828
2015-09-16 07:20:35.370,2442.69507142,1209.81326534,4.14,0.828
2015-09-16 07:20:39.390,2414.31600215,1212.36425133,4.14,0.828
2015-09-16 07:20:43.410,2283.87438456,1191.95747454,4.14,0.828
2015-09-16 07:20:49.610,2128.05162008,1155.18462613,4.14,0.828
2015-09-16 07:20:53.550,2227.56553054,1222.02613578,4.14,0.828
2015-09-16 07:20:57.480,2225.33490401,1202.05327915,4.14,0.828
2015-09-16 07:21:01.500,2200.87678628,1170.50651138,4.14,0.828
2015-09-16 07:21:05.440,2224.05564752,1172.31862195,4.14,0.828
2015-09-16 07:21:09.380,1992.26190973,1129.86168035,4.14,0.828
2015-09-16 07:21:13.400,2084.59461396,1136.74970639,4.14,0.828
